,Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
3653,2011,Brisbane,Medically treated,25 to 29,Female,Bicyclist,9
3662,2011,Brisbane,Hospitalised,25 to 29,Female,Bicyclist,3
3939,2011,Brisbane,Minor injury,25 to 29,Female,Motorcyclist,4
4292,2011,Brisbane,Medically treated,25 to 29,Female,Pedestrian,7
5999,2011,Brisbane,Medically treated,25 to 29,Female,Driver,123
6027,2011,Brisbane,Medically treated,25 to 29,Male,Bicyclist,15
6034,2011,Brisbane,Hospitalised,25 to 29,Male,Bicyclist,14
6934,2011,Brisbane,Medically treated,25 to 29,Unknown,Driver,1
7595,2011,Brisbane,Minor injury,25 to 29,Female,Passenger,10
8736,2011,Brisbane,Hospitalised,25 to 29,Male,Passenger,9
8740,2011,Brisbane,Hospitalised,25 to 29,Female,Driver,63
8775,2011,Brisbane,Medically treated,25 to 29,Female,Passenger,26
8821,2011,Brisbane,Hospitalised,25 to 29,Female,Passenger,16
9267,2011,Brisbane,Medically treated,25 to 29,Male,Passenger,15
9522,2011,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,39
9728,2011,Brisbane,Minor injury,25 to 29,Female,Pedestrian,2
9934,2011,Brisbane,Fatality,25 to 29,Male,Motorcyclist,2
9971,2011,Brisbane,Hospitalised,25 to 29,Female,Motorcyclist,8
10280,2011,Brisbane,Fatality,25 to 29,Male,Bicyclist,1
10834,2011,Brisbane,Fatality,25 to 29,Male,Passenger,1
12378,2011,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,9
12714,2011,Brisbane,Hospitalised,25 to 29,Unknown,Passenger,1
13799,2011,Brisbane,Hospitalised,25 to 29,Female,Other,1
14038,2011,Brisbane,Minor injury,25 to 29,Female,Bicyclist,1
14495,2011,Brisbane,Minor injury,25 to 29,Female,Driver,57
16330,2011,Brisbane,Fatality,25 to 29,Male,Driver,2
17276,2011,Brisbane,Minor injury,25 to 29,Male,Passenger,14
18014,2011,Brisbane,Medically treated,25 to 29,Male,Motorcyclist,24
18326,2011,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,7
19318,2011,Brisbane,Minor injury,25 to 29,Male,Pedestrian,1
19986,2011,Brisbane,Hospitalised,25 to 29,Male,Driver,50
20021,2011,Brisbane,Medically treated,25 to 29,Male,Driver,83
20746,2011,Brisbane,Minor injury,25 to 29,Male,Bicyclist,3
21063,2011,Brisbane,Medically treated,25 to 29,Male,Pedestrian,7
371,2011,Brisbane,Minor injury,30 to 39,Female,Driver,118
453,2011,Brisbane,Medically treated,30 to 39,Female,Motorcyclist,4
1153,2011,Brisbane,Hospitalised,30 to 39,Female,Passenger,18
3927,2011,Brisbane,Minor injury,30 to 39,Male,Pedestrian,3
6000,2011,Brisbane,Hospitalised,30 to 39,Female,Driver,84
6001,2011,Brisbane,Medically treated,30 to 39,Male,Passenger,30
6014,2011,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,13
6748,2011,Brisbane,Minor injury,30 to 39,Male,Bicyclist,15
6933,2011,Brisbane,Minor injury,30 to 39,Female,Pedestrian,6
7386,2011,Brisbane,Minor injury,30 to 39,Female,Bicyclist,2
9181,2011,Brisbane,Hospitalised,30 to 39,Female,Pedestrian,7
9235,2011,Brisbane,Hospitalised,30 to 39,Male,Pedestrian,12
9272,2011,Brisbane,Medically treated,30 to 39,Female,Pedestrian,8
9509,2011,Brisbane,Minor injury,30 to 39,Male,Motorcyclist,17
9987,2011,Brisbane,Medically treated,30 to 39,Female,Bicyclist,6
10808,2011,Brisbane,Fatality,30 to 39,Male,Motorcyclist,3
11611,2011,Brisbane,Hospitalised,30 to 39,Male,Passenger,16
11631,2011,Brisbane,Hospitalised,30 to 39,Male,Motorcyclist,55
12364,2011,Brisbane,Minor injury,30 to 39,Female,Motorcyclist,4
12375,2011,Brisbane,Medically treated,30 to 39,Male,Motorcyclist,34
13260,2011,Brisbane,Fatality,30 to 39,Female,Driver,1
13898,2011,Brisbane,Fatality,30 to 39,Male,Pedestrian,1
13969,2011,Brisbane,Medically treated,30 to 39,Unknown,Passenger,1
14470,2011,Brisbane,Hospitalised,30 to 39,Male,Driver,86
14473,2011,Brisbane,Medically treated,30 to 39,Male,Driver,152
14491,2011,Brisbane,Hospitalised,30 to 39,Male,Bicyclist,23
14938,2011,Brisbane,Minor injury,30 to 39,Female,Passenger,19
17265,2011,Brisbane,Medically treated,30 to 39,Male,Bicyclist,21
17273,2011,Brisbane,Minor injury,30 to 39,Male,Driver,99
19999,2011,Brisbane,Medically treated,30 to 39,Female,Driver,192
20017,2011,Brisbane,Medically treated,30 to 39,Female,Passenger,48
20744,2011,Brisbane,Medically treated,30 to 39,Male,Pedestrian,5
21201,2011,Brisbane,Hospitalised,30 to 39,Female,Bicyclist,9
21333,2011,Brisbane,Minor injury,30 to 39,Male,Passenger,11
285,2011,Brisbane,Medically treated,40 to 49,Female,Driver,169
421,2011,Brisbane,Medically treated,40 to 49,Female,Passenger,31
1150,2011,Brisbane,Minor injury,40 to 49,Male,Passenger,12
1163,2011,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,26
1334,2011,Brisbane,Medically treated,40 to 49,Female,Bicyclist,7
1486,2011,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,13
1856,2011,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,5
1930,2011,Brisbane,Fatality,40 to 49,Female,Passenger,1
2268,2011,Brisbane,Minor injury,40 to 49,Female,Motorcyclist,2
2606,2011,Brisbane,Medically treated,40 to 49,Female,Motorcyclist,2
3658,2011,Brisbane,Minor injury,40 to 49,Female,Passenger,23
3957,2011,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,6
7303,2011,Brisbane,Hospitalised,40 to 49,Male,Pedestrian,6
9517,2011,Brisbane,Minor injury,40 to 49,Male,Pedestrian,1
10833,2011,Brisbane,Minor injury,40 to 49,Female,Pedestrian,2
11618,2011,Brisbane,Medically treated,40 to 49,Male,Bicyclist,18
11621,2011,Brisbane,Minor injury,40 to 49,Male,Driver,82
11647,2011,Brisbane,Hospitalised,40 to 49,Male,Motorcyclist,50
12398,2011,Brisbane,Minor injury,40 to 49,Male,Bicyclist,9
12554,2011,Brisbane,Medically treated,40 to 49,Male,Pedestrian,9
12555,2011,Brisbane,Hospitalised,40 to 49,Male,Passenger,8
13317,2011,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,5
14401,2011,Brisbane,Medically treated,40 to 49,Male,Driver,127
14476,2011,Brisbane,Medically treated,40 to 49,Male,Passenger,12
14959,2011,Brisbane,Hospitalised,40 to 49,Male,Driver,75
16271,2011,Brisbane,Minor injury,40 to 49,Female,Bicyclist,1
17210,2011,Brisbane,Medically treated,40 to 49,Female,Pedestrian,11
17752,2011,Brisbane,Minor injury,40 to 49,Male,Motorcyclist,14
19918,2011,Brisbane,Minor injury,40 to 49,Female,Driver,95
20483,2011,Brisbane,Hospitalised,40 to 49,Female,Driver,73
20500,2011,Brisbane,Hospitalised,40 to 49,Male,Other,1
20745,2011,Brisbane,Hospitalised,40 to 49,Female,Passenger,14
424,2011,Brisbane,Hospitalised,50 to 59,Female,Passenger,16
1162,2011,Brisbane,Hospitalised,50 to 59,Male,Passenger,4
1601,2011,Brisbane,Medically treated,50 to 59,Female,Bicyclist,4
4135,2011,Brisbane,Medically treated,50 to 59,Female,Pedestrian,5
4138,2011,Brisbane,Medically treated,50 to 59,Male,Motorcyclist,14
4502,2011,Brisbane,Fatality,50 to 59,Male,Motorcyclist,1
4998,2011,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,1
8006,2011,Brisbane,Fatality,50 to 59,Male,Driver,1
8634,2011,Brisbane,Medically treated,50 to 59,Male,Driver,77
8747,2011,Brisbane,Medically treated,50 to 59,Female,Driver,104
8772,2011,Brisbane,Medically treated,50 to 59,Female,Passenger,31
8784,2011,Brisbane,Medically treated,50 to 59,Male,Bicyclist,11
9258,2011,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,4
9986,2011,Brisbane,Fatality,50 to 59,Female,Driver,2
10284,2011,Brisbane,Minor injury,50 to 59,Male,Passenger,4
11047,2011,Brisbane,Minor injury,50 to 59,Female,Motorcyclist,1
11623,2011,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,16
11635,2011,Brisbane,Minor injury,50 to 59,Male,Driver,47
12837,2011,Brisbane,Hospitalised,50 to 59,Female,Pedestrian,4
12942,2011,Brisbane,Medically treated,50 to 59,Male,Pedestrian,7
13370,2011,Brisbane,Minor injury,50 to 59,Female,Passenger,9
14477,2011,Brisbane,Minor injury,50 to 59,Male,Pedestrian,2
14483,2011,Brisbane,Hospitalised,50 to 59,Male,Motorcyclist,26
15200,2011,Brisbane,Medically treated,50 to 59,Male,Passenger,10
15367,2011,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,8
16459,2011,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,3
18197,2011,Brisbane,Minor injury,50 to 59,Male,Bicyclist,8
20016,2011,Brisbane,Hospitalised,50 to 59,Female,Driver,58
20019,2011,Brisbane,Hospitalised,50 to 59,Male,Driver,46
20027,2011,Brisbane,Minor injury,50 to 59,Female,Driver,42
21476,2011,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,3
22174,2011,Brisbane,Fatality,50 to 59,Female,Pedestrian,1
1498,2011,Brisbane,Medically treated,60 to 74,Male,Bicyclist,7
2087,2011,Brisbane,Hospitalised,60 to 74,Male,Passenger,1
3173,2011,Brisbane,Hospitalised,60 to 74,Female,Driver,56
3195,2011,Brisbane,Fatality,60 to 74,Female,Pedestrian,3
3652,2011,Brisbane,Hospitalised,60 to 74,Female,Passenger,13
3928,2011,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,10
5294,2011,Brisbane,Hospitalised,60 to 74,Female,Motorcyclist,1
5976,2011,Brisbane,Medically treated,60 to 74,Female,Driver,67
6503,2011,Brisbane,Minor injury,60 to 74,Male,Driver,37
6733,2011,Brisbane,Minor injury,60 to 74,Female,Passenger,16
7854,2011,Brisbane,Medically treated,60 to 74,Male,Passenger,4
7889,2011,Brisbane,Minor injury,60 to 74,Male,Pedestrian,1
8781,2011,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,3
9204,2011,Brisbane,Medically treated,60 to 74,Male,Pedestrian,4
9853,2011,Brisbane,Minor injury,60 to 74,Female,Driver,25
11554,2011,Brisbane,Medically treated,60 to 74,Female,Passenger,29
13042,2011,Brisbane,Minor injury,60 to 74,Female,Pedestrian,1
13462,2011,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,3
14481,2011,Brisbane,Hospitalised,60 to 74,Male,Driver,45
15656,2011,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,8
16270,2011,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,6
16645,2011,Brisbane,Minor injury,60 to 74,Male,Bicyclist,2
17997,2011,Brisbane,Fatality,60 to 74,Male,Pedestrian,1
18446,2011,Brisbane,Hospitalised,60 to 74,Male,Motorcyclist,9
18545,2011,Brisbane,Minor injury,60 to 74,Male,Passenger,2
19275,2011,Brisbane,Medically treated,60 to 74,Female,Pedestrian,1
20052,2011,Brisbane,Medically treated,60 to 74,Male,Driver,49
886,2011,Brisbane,Hospitalised,75 and over,Female,Driver,18
906,2011,Brisbane,Medically treated,75 and over,Male,Pedestrian,1
1156,2011,Brisbane,Hospitalised,75 and over,Female,Passenger,8
1493,2011,Brisbane,Minor injury,75 and over,Female,Driver,6
1596,2011,Brisbane,Medically treated,75 and over,Male,Driver,10
2270,2011,Brisbane,Fatality,75 and over,Female,Passenger,1
2449,2011,Brisbane,Fatality,75 and over,Male,Pedestrian,2
3150,2011,Brisbane,Hospitalised,75 and over,Male,Passenger,1
3687,2011,Brisbane,Medically treated,75 and over,Female,Passenger,9
5965,2011,Brisbane,Minor injury,75 and over,Male,Passenger,2
6510,2011,Brisbane,Fatality,75 and over,Female,Driver,1
8787,2011,Brisbane,Hospitalised,75 and over,Male,Driver,32
10346,2011,Brisbane,Fatality,75 and over,Female,Pedestrian,1
10412,2011,Brisbane,Minor injury,75 and over,Male,Driver,8
11612,2011,Brisbane,Medically treated,75 and over,Female,Driver,23
13634,2011,Brisbane,Medically treated,75 and over,Male,Passenger,2
14954,2011,Brisbane,Hospitalised,75 and over,Male,Motorcyclist,3
17991,2011,Brisbane,Hospitalised,75 and over,Female,Pedestrian,8
18891,2011,Brisbane,Medically treated,75 and over,Female,Pedestrian,1
18948,2011,Brisbane,Hospitalised,75 and over,Male,Pedestrian,3
19242,2011,Brisbane,Medically treated,75 and over,Female,Motorcyclist,1
19317,2011,Brisbane,Medically treated,75 and over,Male,Bicyclist,1
21477,2011,Brisbane,Medically treated,75 and over,Male,Motorcyclist,1
3659,2011,Brisbane,Medically treated,Unknown,Female,Passenger,6
4615,2011,Brisbane,Hospitalised,Unknown,Unknown,Driver,1
5366,2011,Brisbane,Hospitalised,Unknown,Male,Passenger,1
8299,2011,Brisbane,Medically treated,Unknown,Unknown,Passenger,15
10184,2011,Brisbane,Medically treated,Unknown,Male,Passenger,2
10417,2011,Brisbane,Minor injury,Unknown,Female,Passenger,2
11135,2011,Brisbane,Minor injury,Unknown,Unknown,Pedestrian,1
11164,2011,Brisbane,Medically treated,Unknown,Female,Driver,1
19472,2011,Brisbane,Medically treated,Unknown,Male,Pedestrian,1
19492,2011,Brisbane,Hospitalised,Unknown,Unknown,Passenger,4
19532,2011,Brisbane,Hospitalised,Unknown,Female,Passenger,1
19533,2011,Brisbane,Minor injury,Unknown,Female,Pedestrian,1
531,2012,Brisbane,Medically treated,0 to 16,Male,Passenger,50
1144,2012,Brisbane,Minor injury,0 to 16,Female,Passenger,21
1325,2012,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,12
1777,2012,Brisbane,Hospitalised,0 to 16,Female,Bicyclist,2
3235,2012,Brisbane,Hospitalised,0 to 16,Male,Driver,3
4741,2012,Brisbane,Medically treated,0 to 16,Female,Pedestrian,8
5420,2012,Brisbane,Medically treated,0 to 16,Female,Motorcyclist,1
5988,2012,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,11
6573,2012,Brisbane,Minor injury,0 to 16,Male,Passenger,14
6771,2012,Brisbane,Minor injury,0 to 16,Female,Pedestrian,2
6963,2012,Brisbane,Medically treated,0 to 16,Male,Driver,1
7894,2012,Brisbane,Minor injury,0 to 16,Male,Driver,2
8819,2012,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,12
9228,2012,Brisbane,Medically treated,0 to 16,Male,Bicyclist,10
9997,2012,Brisbane,Minor injury,0 to 16,Male,Pedestrian,2
14941,2012,Brisbane,Hospitalised,0 to 16,Male,Passenger,20
18444,2012,Brisbane,Medically treated,0 to 16,Male,Pedestrian,12
18643,2012,Brisbane,Medically treated,0 to 16,Female,Driver,2
18707,2012,Brisbane,Minor injury,0 to 16,Male,Bicyclist,2
18886,2012,Brisbane,Hospitalised,0 to 16,Male,Motorcyclist,1
19547,2012,Brisbane,Fatality,0 to 16,Male,Pedestrian,1
19957,2012,Brisbane,Hospitalised,0 to 16,Female,Passenger,27
20047,2012,Brisbane,Medically treated,0 to 16,Female,Passenger,67
20732,2012,Brisbane,Hospitalised,0 to 16,Female,Driver,3
366,2012,Brisbane,Medically treated,17 to 24,Female,Passenger,58
377,2012,Brisbane,Hospitalised,17 to 24,Male,Motorcyclist,61
894,2012,Brisbane,Minor injury,17 to 24,Female,Passenger,31
1722,2012,Brisbane,Medically treated,17 to 24,Male,Other,2
2274,2012,Brisbane,Minor injury,17 to 24,Female,Motorcyclist,1
3146,2012,Brisbane,Medically treated,17 to 24,Male,Driver,124
3151,2012,Brisbane,Hospitalised,17 to 24,Female,Driver,113
3692,2012,Brisbane,Medically treated,17 to 24,Male,Passenger,42
6082,2012,Brisbane,Hospitalised,17 to 24,Male,Passenger,33
6473,2012,Brisbane,Medically treated,17 to 24,Male,Pedestrian,14
6504,2012,Brisbane,Minor injury,17 to 24,Male,Passenger,14
7067,2012,Brisbane,Fatality,17 to 24,Male,Passenger,2
8712,2012,Brisbane,Hospitalised,17 to 24,Female,Passenger,56
8931,2012,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,22
9876,2012,Brisbane,Minor injury,17 to 24,Male,Other,1
10186,2012,Brisbane,Hospitalised,17 to 24,Female,Bicyclist,4
11590,2012,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,7
11613,2012,Brisbane,Minor injury,17 to 24,Male,Driver,83
11813,2012,Brisbane,Minor injury,17 to 24,Female,Driver,78
12133,2012,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,22
12586,2012,Brisbane,Minor injury,17 to 24,Female,Pedestrian,2
12702,2012,Brisbane,Minor injury,17 to 24,Male,Pedestrian,5
13024,2012,Brisbane,Medically treated,17 to 24,Female,Motorcyclist,3
13127,2012,Brisbane,Fatality,17 to 24,Male,Driver,2
13143,2012,Brisbane,Medically treated,17 to 24,Unknown,Driver,1
14588,2012,Brisbane,Medically treated,17 to 24,Female,Pedestrian,10
15201,2012,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,13
15380,2012,Brisbane,Fatality,17 to 24,Male,Motorcyclist,1
15381,2012,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,14
15398,2012,Brisbane,Medically treated,17 to 24,Male,Bicyclist,22
15669,2012,Brisbane,Medically treated,17 to 24,Female,Bicyclist,5
16598,2012,Brisbane,Minor injury,17 to 24,Female,Bicyclist,3
17251,2012,Brisbane,Hospitalised,17 to 24,Male,Driver,109
17796,2012,Brisbane,Minor injury,17 to 24,Male,Bicyclist,6
17989,2012,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,7
20003,2012,Brisbane,Medically treated,17 to 24,Female,Driver,206
873,2012,Brisbane,Hospitalised,25 to 29,Male,Bicyclist,12
1351,2012,Brisbane,Fatality,25 to 29,Male,Passenger,2
3639,2012,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,7
3643,2012,Brisbane,Fatality,25 to 29,Male,Driver,1
3926,2012,Brisbane,Medically treated,25 to 29,Male,Pedestrian,4
4795,2012,Brisbane,Hospitalised,25 to 29,Female,Motorcyclist,6
6018,2012,Brisbane,Medically treated,25 to 29,Male,Bicyclist,14
7593,2012,Brisbane,Hospitalised,25 to 29,Female,Bicyclist,3
8822,2012,Brisbane,Hospitalised,25 to 29,Male,Driver,63
8914,2012,Brisbane,Medically treated,25 to 29,Male,Driver,92
9239,2012,Brisbane,Minor injury,25 to 29,Male,Pedestrian,2
9303,2012,Brisbane,Medically treated,25 to 29,Male,Motorcyclist,22
9711,2012,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,9
9716,2012,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,11
10099,2012,Brisbane,Minor injury,25 to 29,Male,Passenger,11
11687,2012,Brisbane,Medically treated,25 to 29,Male,Passenger,12
12087,2012,Brisbane,Hospitalised,25 to 29,Female,Passenger,9
12096,2012,Brisbane,Medically treated,25 to 29,Female,Pedestrian,7
12371,2012,Brisbane,Minor injury,25 to 29,Female,Passenger,10
12698,2012,Brisbane,Minor injury,25 to 29,Male,Bicyclist,7
14418,2012,Brisbane,Hospitalised,25 to 29,Female,Driver,37
14429,2012,Brisbane,Minor injury,25 to 29,Female,Driver,54
14494,2012,Brisbane,Minor injury,25 to 29,Female,Pedestrian,3
15129,2012,Brisbane,Fatality,25 to 29,Male,Motorcyclist,3
15193,2012,Brisbane,Medically treated,25 to 29,Female,Bicyclist,2
16226,2012,Brisbane,Medically treated,25 to 29,Female,Motorcyclist,3
17282,2012,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,38
17361,2012,Brisbane,Medically treated,25 to 29,Male,Other,1
17737,2012,Brisbane,Minor injury,25 to 29,Male,Driver,53
17746,2012,Brisbane,Hospitalised,25 to 29,Male,Passenger,10
19550,2012,Brisbane,Minor injury,25 to 29,Female,Motorcyclist,1
20131,2012,Brisbane,Medically treated,25 to 29,Female,Driver,109
20490,2012,Brisbane,Medically treated,25 to 29,Female,Passenger,33
284,2012,Brisbane,Minor injury,30 to 39,Female,Driver,91
372,2012,Brisbane,Medically treated,30 to 39,Female,Passenger,40
1776,2012,Brisbane,Hospitalised,30 to 39,Female,Bicyclist,4
2525,2012,Brisbane,Fatality,30 to 39,Male,Motorcyclist,3
3216,2012,Brisbane,Medically treated,30 to 39,Male,Driver,148
3229,2012,Brisbane,Hospitalised,30 to 39,Male,Driver,82
3673,2012,Brisbane,Medically treated,30 to 39,Male,Bicyclist,25
4593,2012,Brisbane,Medically treated,30 to 39,Female,Bicyclist,9
6550,2012,Brisbane,Medically treated,30 to 39,Male,Passenger,20
6753,2012,Brisbane,Minor injury,30 to 39,Male,Motorcyclist,10
7399,2012,Brisbane,Medically treated,30 to 39,Female,Pedestrian,7
7597,2012,Brisbane,Medically treated,30 to 39,Female,Motorcyclist,6
8748,2012,Brisbane,Hospitalised,30 to 39,Female,Driver,92
8856,2012,Brisbane,Minor injury,30 to 39,Male,Driver,83
9231,2012,Brisbane,Hospitalised,30 to 39,Male,Motorcyclist,50
11594,2012,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,13
12094,2012,Brisbane,Hospitalised,30 to 39,Male,Bicyclist,18
13051,2012,Brisbane,Medically treated,30 to 39,Unknown,Passenger,1
14942,2012,Brisbane,Minor injury,30 to 39,Female,Passenger,25
15191,2012,Brisbane,Medically treated,30 to 39,Male,Motorcyclist,33
15401,2012,Brisbane,Medically treated,30 to 39,Male,Pedestrian,9
15665,2012,Brisbane,Hospitalised,30 to 39,Male,Passenger,10
16114,2012,Brisbane,Minor injury,30 to 39,Female,Motorcyclist,1
17788,2012,Brisbane,Hospitalised,30 to 39,Female,Passenger,22
18630,2012,Brisbane,Hospitalised,30 to 39,Female,Pedestrian,10
19374,2012,Brisbane,Fatality,30 to 39,Male,Pedestrian,1
19964,2012,Brisbane,Medically treated,30 to 39,Female,Driver,204
19975,2012,Brisbane,Hospitalised,30 to 39,Male,Pedestrian,14
20087,2012,Brisbane,Minor injury,30 to 39,Male,Bicyclist,12
21069,2012,Brisbane,Minor injury,30 to 39,Male,Passenger,11
21198,2012,Brisbane,Minor injury,30 to 39,Male,Pedestrian,2
21326,2012,Brisbane,Minor injury,30 to 39,Female,Bicyclist,4
963,2012,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,22
1206,2012,Brisbane,Medically treated,40 to 49,Female,Motorcyclist,4
3154,2012,Brisbane,Minor injury,40 to 49,Male,Driver,74
3672,2012,Brisbane,Minor injury,40 to 49,Male,Motorcyclist,9
3726,2012,Brisbane,Medically treated,40 to 49,Male,Pedestrian,5
4282,2012,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,6
4838,2012,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,8
5982,2012,Brisbane,Medically treated,40 to 49,Male,Bicyclist,32
6044,2012,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,40
6061,2012,Brisbane,Hospitalised,40 to 49,Male,Driver,73
7541,2012,Brisbane,Minor injury,40 to 49,Female,Bicyclist,4
9503,2012,Brisbane,Hospitalised,40 to 49,Male,Passenger,8
11605,2012,Brisbane,Fatality,40 to 49,Male,Driver,1
12369,2012,Brisbane,Minor injury,40 to 49,Male,Passenger,9
12471,2012,Brisbane,Fatality,40 to 49,Male,Motorcyclist,1
14443,2012,Brisbane,Hospitalised,40 to 49,Male,Pedestrian,10
15194,2012,Brisbane,Minor injury,40 to 49,Female,Passenger,16
